nome_produto,preco_produto,quantidade_vendida,nome_vendedor,status_vendedor,reputacao_cor,reviews_nota_media,reviews_quantidade_total,reviews_5_estrelas_pct,reviews_4_estrelas_pct,reviews_3_estrelas_pct,reviews_2_estrelas_pct,reviews_1_estrelas_pct,url_produto
Cores do pacote de cartuchos de tinta HP 950xl 951xl,"1000,56",5,LIMAPRINTLTDA,+100 vendas,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cores-do-pacote-de-cartuchos-de-tinta-hp-950xl-951xl/p/MLB41828632#polycard_client=search-nordic&search_layout=grid&position=23&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB3876513503&sid=search
Kit 3 Cartuchos Hp 950xl  951xl Original Cn045ab | Cn046ab,"889,41",0,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-3-cartuchos-hp-950xl--951xl-original-cn045ab--cn046ab/up/MLBU1867390085#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB1605958156&sid=search
"Kit 3 Cartuchos Hp 951xl Cyan, Magenta, Yellow Original","949,72",5,CASAPRINT SPEED,MercadoLíder,Verde,4.7,3,66.67,33.33,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-3-cartuchos-hp-951xl-cyan-magenta-yellow-original/up/MLBU1903779899#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB1791573903&sid=search
Kit 4 Cartucho X-full 950xl 951xl 8610 8620 8630 8600 8610,"136,86",25,IMPRINTML,+1000 vendas,Verde,4.0,5,60.0,20.0,0.0,0.0,20.0,https://www.mercadolivre.com.br/kit-4-cartucho-xfull-950xl-951xl-8610-8620-8630-8600-8610/up/MLBU1976299829#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB3645963281&sid=search
Kit 4 Cartuchos Compatível Com Hp 950xl/951xl Cmyk 8100 8600,"126,70",500,CASAPRINT SPEED,MercadoLíder,Verde,3.6,37,51.35,10.81,10.81,5.41,21.62,https://www.mercadolivre.com.br/kit-4-cartuchos-compativel-com-hp-950xl951xl-cmyk-8100-8600/p/MLB37755239#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB3746077359&sid=search
Kit 4 Cartuchos Compatível Lc105 Lc103 Lc107 Mfc-j4510dw,"64,90",50,CASAPRINT SPEED,MercadoLíder,Verde,3.6,37,51.35,10.81,10.81,5.41,21.62,https://www.mercadolivre.com.br/kit-4-cartuchos-compativel-lc105-lc103-lc107-mfc-j4510dw/p/MLB46455520#polycard_client=search-nordic&search_layout=grid&position=2&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB4010525163&sid=search
Kit 4 Cartuchos Hp950xl 951original 8100 8600 8610 8620,"1276,89",100,S20250624174627,+500 vendas,Verde,4.0,4,75.0,0.0,0.0,0.0,25.0,https://www.mercadolivre.com.br/kit-4-cartuchos-hp950xl-951original-8100-8600-8610-8620/p/MLB22638336#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB5460349660&sid=search
Kit Cartucho 950xl 951xl P/ 8100 8600w 8600 8620 8610 251dw,"139,90",5,CASAPRINT SPEED,MercadoLíder,Verde,3.3,3,33.33,33.33,0.0,0.0,33.33,https://www.mercadolivre.com.br/kit-cartucho-950xl-951xl-p-8100-8600w-8600-8620-8610-251dw/up/MLBU1718017315#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB2211175262&sid=search
Kit Cartucho De Tinta Compativel Hp 950xl / 951xl,"113,04",5,JQTONER,MercadoLíder,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-compativel-hp-950xl--951xl/up/MLBU2377859647#polycard_client=search-nordic&search_layout=grid&position=12&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB4166074506&sid=search
Kit Cartucho Hp 950xl Preto 951xl Color Original,"679,23",5,CM20250428111500,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-hp-950xl-preto-951xl-color-original/up/MLBU3147698085#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB5369858806&sid=search
Kit Cartuchos 950xl 951xl P/ 8100 8600w 8600 8620 8610 251dw,"139,90",5,CASAPRINT SPEED,MercadoLíder,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/kit-cartuchos-950xl-951xl-p-8100-8600w-8600-8620-8610-251dw/up/MLBU1733755035#polycard_client=search-nordic&search_layout=grid&position=17&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB2150576674&sid=search
Kit Tinta Compativel Hp 950xl / 951xl 8100 8600 8610,"120,64",100,JQTONER,MercadoLíder,Verde,3.7,19,52.63,15.79,0.0,10.53,21.05,https://www.mercadolivre.com.br/kit-tinta-compativel-hp-950xl--951xl-8100-8600-8610/up/MLBU1729432361#polycard_client=search-nordic&search_layout=grid&position=10&type=product&tracking_id=a24d684d-0138-4616-856b-106117ccdd75&wid=MLB3413362373&sid=search
Kit Tinta Recarga Cartucho Preto Compativel Impressora Hp 2774 2874 2676 3838 3000 2000 2600 2700 2800 2050 3050 1000 1516 2516 3616 Cartuchos 667 664 662 901 21 74 60 46 61 92 44 140 210 145 30 40 Xl,"23,90",0,Inkcor,+10mil vendas,Verde,4.6,84,78.57,11.9,4.76,2.38,2.38,https://www.mercadolivre.com.br/kit-tinta-recarga-cartucho-preto-compativel-impressora-hp-2774-2874-2676-3838-3000-2000-2600-2700-2800-2050-3050-1000-1516-2516-3616-cartuchos-667-664-662-901-21-74-60-46-61-92-44-140-210-145-30-40-xl/p/MLB44800352?pdp_filters=item_id:MLB4198383053#is_advertising=true&searchVariation=MLB44800352&backend_model=search-backend&position=3&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=3&ad_click_id=MTVkYTBjODMtZDRlYi00YzFkLWJiODAtYjJmNDQ3OWU0OGRm
1l Tinta Compatível Hp Cartucho Impressora 2676 3636 664,"79,17",500,SHOPCIDA,MercadoLíder,Verde,4.6,160,80.0,8.75,6.88,2.5,1.88,https://produto.mercadolivre.com.br/MLB-1699238920-1l-tinta-compativel-hp-cartucho-impressora-2676-3636-664-_JM?searchVariation=67117276705#is_advertising=true&searchVariation=67117276705&backend_model=search-backend&position=11&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=11&ad_click_id=YmIxYmU5MWQtNjY1NC00YWQ1LWFkNmItNTgxMjJlMjkwOTJj
Kit Recarga Impressora Compativel Cartucho Hp 122 60 901 74 664 662 667 Tinta Preta Corante Snap Fill e Manual de Instruções Inkcolor,"39,90",100,Inkcor,+10mil vendas,Verde,4.6,35,80.0,14.29,0.0,0.0,5.71,https://www.mercadolivre.com.br/kit-recarga-impressora-compativel-cartucho-hp-122-60-901-74-664-662-667-tinta-preta-corante-snap-fill-e-manual-de-instrucoes-inkcolor/p/MLB44798903?pdp_filters=item_id:MLB3935519311#is_advertising=true&searchVariation=MLB44798903&backend_model=search-backend&position=2&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=2&ad_click_id=Nzc4M2U3NmQtMjc3Mi00YjVhLWIwNTAtZjU5MGU1NTI2MmRl
Kit Limpeza E Pressurização Cabeçote Para Hp Ink Tank 416,"66,87",500,SULINK,+5mil vendas,Verde,4.7,176,81.82,11.93,4.55,0.57,1.14,https://produto.mercadolivre.com.br/MLB-2638190570-kit-limpeza-e-pressurizaco-cabecote-para-hp-ink-tank-416-_JM#is_advertising=true&backend_model=search-backend&position=10&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=10&ad_click_id=NGFiYzk0MTEtYzRlNS00NmNhLTg2ZTktOTk1OWZmZjAxYzA0
Refil De Tinta Recarga De Cartucho Compativel Impressora Hp 2874 2774 2676 2050 F4480 F4180 3516 3050 3636 2800 2700 2600 3600 2775 Cartuchos 60 901 667 664 662 92 74 Cor Preta Tintas Inkcor Com 500ml,"45,90",1000,Inkcor,+10mil vendas,Verde,5.0,20,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/refil-de-tinta-recarga-de-cartucho-compativel-impressora-hp-2874-2774-2676-2050-f4480-f4180-3516-3050-3636-2800-2700-2600-3600-2775-cartuchos-60-901-667-664-662-92-74-cor-preta-tintas-inkcor-com-500ml/p/MLB48943976?pdp_filters=item_id:MLB5370580964#is_advertising=true&searchVariation=MLB48943976&backend_model=search-backend&position=1&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=1&ad_click_id=YjEwYTM2YTItNjg2Yy00NDIxLTg2ZDItZWVlNjllMGU4MWQy
Comp. Hp Kit 4l Tinta Recarga Cartucho F2050 / Tank 410,"98,96",0,APOLLOINKJET,Vendedor Comum,N/A,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-5435775530-comp-hp-kit-4l-tinta-recarga-cartucho-f2050-tank-410-_JM?searchVariation=188400794737#is_advertising=true&searchVariation=188400794737&backend_model=search-backend&position=20&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=20&ad_click_id=ZGY1ZDEzNWEtMmM1OS00MTM2LWI1MzYtYTYwYzM2MmZjMzE0
Tinta Recarga Para Hp Cartucho Impressora 2874 667 664 662,"48,59",50,SHOPCIDA,MercadoLíder,Verde,4.6,16,75.0,18.75,0.0,0.0,6.25,https://produto.mercadolivre.com.br/MLB-5360027136-tinta-recarga-para-hp-cartucho-impressora-2874-667-664-662-_JM?searchVariation=183410192258#is_advertising=true&searchVariation=183410192258&backend_model=search-backend&position=12&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=12&ad_click_id=MmMxYzQ0Y2YtODJlMS00OWFlLWE1NWQtNGU3YTAyMTllYTFk
650ml Kit Tinta Recarga Compatível Cartuchos Impressora Hp,"39,99",0,INKJETBRSTORELTDAINKJETBRST,MercadoLíder,Verde,4.4,860,69.3,15.7,7.56,2.79,4.65,https://www.mercadolivre.com.br/650ml-kit-tinta-recarga-compativel-cartuchos-impressora-hp/up/MLBU1100955149?pdp_filters=item_id:MLB1699914117#is_advertising=true&searchVariation=MLBU1100955149&backend_model=search-backend&position=21&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=21&ad_click_id=MjM0OTkyZjEtOWFhYS00ODllLTgyNDgtNDg1YzZiMDQzNTE2
Tinta Recarga Cartuchos Compatível Hp 2376 2776 6476 667,"49,50",100,OCP,MercadoLíder,Verde,4.5,46,73.91,15.22,4.35,4.35,2.17,https://produto.mercadolivre.com.br/MLB-3506283921-tinta-recarga-cartuchos-compativel-hp-2376-2776-6476-667-_JM#is_advertising=true&backend_model=search-backend&position=19&search_layout=grid&type=pad&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&ad_domain=VQCATCORE_LST&ad_position=19&ad_click_id=NzM5NjA1MDItMmMxOS00ZjZjLWEyYzYtOWFmNzIyZGFlMWZh
500ml Kit Tinta Preta Recarga Cartucho 664 Hp 2136 3636 3836,"42,27",100,STK,+10mil vendas,Verde,4.1,34,58.82,17.65,11.76,2.94,8.82,https://produto.mercadolivre.com.br/MLB-1021168633-500ml-kit-tinta-preta-recarga-cartucho-664-hp-2136-3636-3836-_JM?searchVariation=64251836732#polycard_client=search-nordic&searchVariation=64251836732&search_layout=grid&position=23&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Tinta Recarga Compatível Hp Impressora Cartucho 667 664 662,"48,99",100,SHOPCIDA,MercadoLíder,Verde,4.2,14,64.29,21.43,0.0,0.0,14.29,https://produto.mercadolivre.com.br/MLB-1624957354-tinta-recarga-compativel-hp-impressora-cartucho-667-664-662-_JM?searchVariation=61761315307#polycard_client=search-nordic&searchVariation=61761315307&search_layout=grid&position=44&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
1l Tinta Compatível Com Hp Cartucho Impressora 2376 2776 667,"68,89",500,SHOPCIDA,MercadoLíder,Verde,4.3,103,71.84,10.68,5.83,1.94,9.71,https://produto.mercadolivre.com.br/MLB-1699236302-1l-tinta-compativel-com-hp-cartucho-impressora-2376-2776-667-_JM?searchVariation=67116988302#polycard_client=search-nordic&searchVariation=67116988302&search_layout=grid&position=27&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
1l Tinta Compatível Hp Cartucho Impressora 2676 3636 664,"79,17",500,SHOPCIDA,MercadoLíder,Verde,4.6,160,80.0,8.75,6.88,2.5,1.88,https://produto.mercadolivre.com.br/MLB-1699238920-1l-tinta-compativel-hp-cartucho-impressora-2676-3636-664-_JM?searchVariation=67117276705#polycard_client=search-nordic&searchVariation=67117276705&search_layout=grid&position=9&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
100ml Tinta Black Hp Compatível Cartucho 2376 2776 667 664,"22,99",100,SHOPCIDA,MercadoLíder,Verde,4.6,35,65.71,31.43,0.0,0.0,2.86,https://produto.mercadolivre.com.br/MLB-1702542793-100ml-tinta-black-hp-compativel-cartucho-2376-2776-667-664-_JM?searchVariation=67358600196#polycard_client=search-nordic&searchVariation=67358600196&search_layout=grid&position=14&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
500ml Kit Tinta Recarga Compatível Com Cartucho Hp 2774,"37,62",500,STK,+10mil vendas,Verde,4.3,172,70.93,11.63,5.81,3.49,8.14,https://produto.mercadolivre.com.br/MLB-2069901531-500ml-kit-tinta-recarga-compativel-com-cartucho-hp-2774-_JM#polycard_client=search-nordic&search_layout=grid&position=48&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB2069901531&sid=search
Tinta Recarga Cartucho Hp Preta 500ml Hp 662 664 122 60 74,"35,28",100,STK,+10mil vendas,Verde,4.7,91,84.62,9.89,2.2,2.2,1.1,https://produto.mercadolivre.com.br/MLB-2069925478-tinta-recarga-cartucho-hp-preta-500ml-hp-662-664-122-60-74-_JM#polycard_client=search-nordic&search_layout=grid&position=17&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB2069925478&sid=search
1l Tinta Compatível Com Hp Recarga Cartucho 2774 667 667xl,"79,08",100,SHOPCIDA,MercadoLíder,Verde,4.4,81,74.07,7.41,8.64,4.94,4.94,https://produto.mercadolivre.com.br/MLB-2078324463-1l-tinta-compativel-com-hp-recarga-cartucho-2774-667-667xl-_JM?searchVariation=173886568456#polycard_client=search-nordic&searchVariation=173886568456&search_layout=grid&position=25&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
1l Tinta Recarga Cartucho Para Hp Impressora 2136 2676 664,"82,15",5,SHOPCIDA,MercadoLíder,Verde,4.0,3,33.33,33.33,33.33,0.0,0.0,https://produto.mercadolivre.com.br/MLB-2078716911-1l-tinta-recarga-cartucho-para-hp-impressora-2136-2676-664-_JM?searchVariation=173887578245#polycard_client=search-nordic&searchVariation=173887578245&search_layout=grid&position=55&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Kit 600 Ml Tinta Recarga Tanque Bulk Ink Cartucho Hp Lemarx.,"45,77",4,SHOP PEDROVAN,MercadoLíder,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-2625251228-kit-600-ml-tinta-recarga-tanque-bulk-ink-cartucho-hp-lemarx-_JM#polycard_client=search-nordic&search_layout=grid&position=49&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB2625251228&sid=search
Kit Limpeza E Pressurização Cabeçote Para Hp Ink Tank 416,"66,87",500,SULINK,+5mil vendas,Verde,4.7,176,81.82,11.93,4.55,0.57,1.14,https://produto.mercadolivre.com.br/MLB-2638190570-kit-limpeza-e-pressurizaco-cabecote-para-hp-ink-tank-416-_JM#polycard_client=search-nordic&search_layout=grid&position=18&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB2638190570&sid=search
Tinta Corante Formulabs 4l Compatível Hp 7612 2676,"117,79",50,SHOP PEDROVAN,MercadoLíder,Verde,4.4,7,85.71,0.0,0.0,0.0,14.29,https://produto.mercadolivre.com.br/MLB-2968550556-tinta-corante-formulabs-4l-compativel-hp-7612-2676-_JM?searchVariation=175824371139#polycard_client=search-nordic&searchVariation=175824371139&search_layout=grid&position=56&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
4 Litros Tinta Recargas Para Cartuchos Hp 662 664 122 60 74.,"117,99",5,SHOP PEDROVAN,MercadoLíder,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3036176068-4-litros-tinta-recargas-para-cartuchos-hp-662-664-122-60-74-_JM?searchVariation=176054096345#polycard_client=search-nordic&searchVariation=176054096345&search_layout=grid&position=47&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
400 Ml Tinta Recarga Cartuchos Impressora Hp 664 122 662 Etc,"30,58",5,SHOP PEDROVAN,MercadoLíder,Verde,4.3,3,33.33,66.67,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3059679877-400-ml-tinta-recarga-cartuchos-impressora-hp-664-122-662-etc-_JM#polycard_client=search-nordic&search_layout=grid&position=51&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB3059679877&sid=search
Kit 2litro Tinta Compatível Hp 7612 517 532 617 416 116 2676,"74,19",50,SHOP PEDROVAN,MercadoLíder,Verde,4.7,18,72.22,22.22,5.56,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3180976223-kit-2litro-tinta-compativel-hp-7612-517-532-617-416-116-2676-_JM?searchVariation=176505355015#polycard_client=search-nordic&searchVariation=176505355015&search_layout=grid&position=46&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Kit 4 Cartuchos Originais 954 Preto E Color 7720 7740 8210,"799,46",50,ONIX_TECNOLOGIA,+100 vendas,Verde,4.8,10,80.0,20.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3239098688-kit-4-cartuchos-originais-954-preto-e-color-7720-7740-8210-_JM?searchVariation=177515364707#polycard_client=search-nordic&searchVariation=177515364707&search_layout=grid&position=40&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Kit 1.000 Ml Tinta Compatível Hp Pigmentada  Bulk / Ecotank,"245,22",0,Nova Viviart Impressoras,MercadoLíder,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-3472747524-kit-1000-ml-tinta-compativel-hp-pigmentada-bulk-ecotank-_JM?searchVariation=177714471191#polycard_client=search-nordic&searchVariation=177714471191&search_layout=grid&position=50&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Tinta Recarga Cartuchos Compatível Hp 2376 2776 6476 667,"49,50",100,OCP,MercadoLíder,Verde,4.5,46,73.91,15.22,4.35,4.35,2.17,https://produto.mercadolivre.com.br/MLB-3506283921-tinta-recarga-cartuchos-compativel-hp-2376-2776-6476-667-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB3506283921&sid=search
Tinta Compatível Cartucho Hp 667 2774 Valejet 1 Litro,"107,59",5,Valejet,+1000 vendas,Verde,4.5,4,75.0,0.0,25.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3653126721-tinta-compativel-cartucho-hp-667-2774-valejet-1-litro-_JM?searchVariation=182425099469#polycard_client=search-nordic&searchVariation=182425099469&search_layout=grid&position=29&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Tinta Recarga Cartuchos Compatível Hp 2376 2776 670 5525 667,"70,61",3,FLAYBY77,+500 vendas,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3687478729-tinta-recarga-cartuchos-compativel-hp-2376-2776-670-5525-667-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB3687478729&sid=search
Tinta Para Hp Canon Lexmark Recarregar Cartuchos E Tanque 1l,"45,99",5,FLAYBY77,+500 vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-3773042269-tinta-para-hp-canon-lexmark-recarregar-cartuchos-e-tanque-1l-_JM?searchVariation=183578421751#polycard_client=search-nordic&searchVariation=183578421751&search_layout=grid&position=52&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Kit Tinta Para Recarregar Cartuchos Hp Canon Lexmark 4litros,"148,06",0,FLAYBY77,+500 vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-4682145928-kit-tinta-para-recarregar-cartuchos-hp-canon-lexmark-4litros-_JM#polycard_client=search-nordic&search_layout=grid&position=54&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB4682145928&sid=search
Kit Avançado Para Recarregar Cartuchos De Impressoras Hp,"77,90",5,CDRCIAINFO,+1000 vendas,Verde,5.0,3,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-4721931030-kit-avancado-para-recarregar-cartuchos-de-impressoras-hp-_JM?searchVariation=180581538518#polycard_client=search-nordic&searchVariation=180581538518&search_layout=grid&position=53&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Tinta Recarga Para Hp Cartucho Impressora 2874 667 664 662,"48,59",50,SHOPCIDA,MercadoLíder,Verde,4.6,16,75.0,18.75,0.0,0.0,6.25,https://produto.mercadolivre.com.br/MLB-5360027136-tinta-recarga-para-hp-cartucho-impressora-2874-667-664-662-_JM?searchVariation=183410192258#polycard_client=search-nordic&searchVariation=183410192258&search_layout=grid&position=36&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Tinta Recarga Cartucho Color Para Hp 2774 2874 667 664 662,"34,89",2,RecyclePrint,+5mil vendas,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-5386000892-tinta-recarga-cartucho-color-para-hp-2774-2874-667-664-662-_JM?searchVariation=183598136124#polycard_client=search-nordic&searchVariation=183598136124&search_layout=grid&position=31&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Tinta Recarga Cartucho Compatível Com Hp 2874 2700 2776 667,"37,89",5,RecyclePrint,+5mil vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-5575492144-tinta-recarga-cartucho-compativel-com-hp-2874-2700-2776-667-_JM?searchVariation=184713761362#polycard_client=search-nordic&searchVariation=184713761362&search_layout=grid&position=34&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
Cartucho Jetw Recarregável 7610 7612 7510 932xl 933xl Tinta,"348,20",50,STKINK,MercadoLíder,Verde,3.8,6,50.0,0.0,33.33,16.67,0.0,https://produto.mercadolivre.com.br/MLB-863369513-cartucho-jetw-recarregavel-7610-7612-7510-932xl-933xl-tinta-_JM?searchVariation=72869978144#polycard_client=search-nordic&searchVariation=72869978144&search_layout=grid&position=28&type=item&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273
2 X 2-4 Pacotes 3 Em 1 Clipe De Cartucho De 2 Unidades,"35,62",0,Suntek,+1000 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/2-x-2-4pack-3in1-ink-refill-cartridge-clip-for-hp60-61-2-pcs/p/MLB2028119921#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB5523770772&sid=search
650ml Kit Tinta Recarga Compatível Cartuchos Impressora Hp,"39,99",0,INKJETBRSTORELTDAINKJETBRST,MercadoLíder,Verde,4.4,860,69.3,15.7,7.56,2.79,4.65,https://www.mercadolivre.com.br/650ml-kit-tinta-recarga-compativel-cartuchos-impressora-hp/up/MLBU1100955149#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB1699914117&sid=search
Kit 2litro Tinta Compatível Hp 7612 517 532 617 416 116 2676 Tinta 2-litro-preto,"74,19",5,SHOP PEDROVAN,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-2litro-tinta-compativel-hp-7612-517-532-617-416-116-2676-tinta-2-litro-preto/p/MLB39116529#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB4977961086&sid=search
Kit 4 Cartuchos Originais 954 Preto E Color 7720 7740 8210,"663,91",5,CM20250428111500,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-4-cartuchos-originais-954-preto-e-color-7720-7740-8210/up/MLBU3161992043#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB5379190838&sid=search
Kit De Cartuchos Para Hp 662 Black +662 Color,"139,70",5,YUKIINFORMATICA,+1000 vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-de-cartuchos-para-hp-662-black-662-color/up/MLBU3320654837#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB5521782702&sid=search
Kit Recarga 250ml Cartucho Preto Compatível Com Hp 60 + Kit,"38,90",0,Inkcor,+5mil vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-recarga-250ml-cartucho-preto-compativel-com-hp-60--kit/up/MLBU608621683#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB4688426798&sid=search
Kit Recarga Impressora Compativel Cartucho Hp 122 60 901 74 664 662 667 Tinta Preta Corante Snap Fill e Manual de Instruções Inkcolor,"39,90",100,Inkcor,+10mil vendas,Verde,4.6,35,80.0,14.29,0.0,0.0,5.71,https://www.mercadolivre.com.br/kit-recarga-impressora-compativel-cartucho-hp-122-60-901-74-664-662-667-tinta-preta-corante-snap-fill-e-manual-de-instrucoes-inkcolor/p/MLB44798903#polycard_client=search-nordic&search_layout=grid&position=7&type=product&tracking_id=5d4639dd-c699-466d-bb2e-3cf8b3ff9273&wid=MLB3935519311&sid=search
